id,full_name,credit_sco,gender,age,occupation,balance,monthly_ir,address,origin_province,tenure_ye,married,nums_card,nums_service,active_member,last_active_date,last_transaction_month,created_date,exit,customer_segment,engagement_score,loyalty_level,digital_behavior,risk_score,risk_segment,cluster_group
70952,Dương Hoàng Linh,630,female,36,Lao động phổ thông,23898691,12000000,Phường Hòa Bình (Q11),Bình Dương,4,0,3,5,False,18/02/2024,0,07/06/2021,False,Mass,28,Bronze,offline,0.3485,Low,2
70953,Mai Quang Khoa,670,male,29,Kỹ sư/Chuyên viên IT,30900744,37000000,Phường 7 (Q7),Bình Dương,2,0,2,4,False,21/10/2023,0,20/06/2023,True,Affluent,21,Bronze,offline,0.2679,Low,2
70954,Đặng Xuân Tùng,661,male,75,Giáo viên/Giảng viên,71882669,34000000,Phường Chợ Quán (Q5),TP. Hồ Chí Minh,3,1,2,6,False,18/07/2024,0,07/02/2022,False,Emerging,28,Bronze,offline,0.2478,Low,2
70955,Mai Văn Trọng,551,male,76,Hưu trí,24868819,19000000,Phường 7 (Q7),Long An,0,1,2,1,False,04/12/2024,0,20/10/2024,True,Emerging,10,Bronze,offline,0.4631,Medium,1
70956,Hoàng Xuân Dương,639,female,36,Kỹ sư/Chuyên viên IT,43321231,33000000,Phường Tân Sơn Nhì (Tân Phú),Tiền Giang,2,2,3,6,True,31/05/2025,35423598,26/06/2023,False,Emerging,82,Silver,mobile,0.1729,Low,1
70957,Lê Gia Thảo,668,female,32,Lao động phổ thông,7095769,9000000,Xã Xuân Thới Đông (HM),Đồng Nai,1,1,1,1,False,10/08/2024,0,08/12/2023,True,Mass,7,Bronze,offline,0.3812,Low,1
70958,Đặng Kim Ánh,752,female,62,Chủ Doanh nghiệp nhỏ,347475115,157000000,Phường Quang Trung (GV),TP. Hồ Chí Minh,4,1,2,5,False,29/08/2024,0,10/02/2021,False,Priority,25,Bronze,offline,0.1703,Low,4
70959,Vũ Thanh Anh,636,male,49,Hưu trí,24827865,12000000,Xã Xuân Thới Đông (HM),TP. Hồ Chí Minh,1,2,4,2,False,27/09/2024,0,01/04/2024,False,Mass,20,Bronze,offline,0.3796,Low,1
70960,Trần Anh Quang,677,male,37,Hưu trí,19953416,17000000,Phường Tân Định (Q1),Hà Nội,1,0,2,3,False,15/03/2024,0,03/10/2023,False,Emerging,17,Bronze,offline,0.3187,Low,1
70961,Phạm Quang Tú,765,male,58,Chủ Doanh nghiệp nhỏ,187691593,126000000,Phường An Hội (BT),TP. Hồ Chí Minh,2,2,3,6,False,05/03/2024,0,14/12/2022,False,Priority,31,Bronze,offline,0.1652,Low,4
70962,Vũ Minh Ánh,657,female,27,Nội trợ/Sinh viên,1371149,6000000,Phường An Hội (BT),Bà Rịa - Vũng Tàu,1,0,1,3,True,21/06/2025,2290831,01/02/2024,False,Mass,58,Silver,mobile,0.288,Low,1
70963,Dương Hoàng Xuân,726,female,31,Lao động phổ thông,12033737,9000000,Phường An Hội (BT),TP. Hồ Chí Minh,4,0,1,2,False,11/03/2023,0,05/02/2021,True,Mass,10,Bronze,offline,0.3303,Low,2
70964,Nguyễn Quang Duyên,594,female,46,Giáo viên/Giảng viên,54666755,18000000,Thị trấn Tân Túc (BC),Long An,3,1,1,3,True,30/06/2025,11308540,31/12/2021,False,Emerging,61,Gold,mobile,0.2826,Low,2
70965,Nguyễn Thu Xuân,720,female,36,Kỹ sư/Chuyên viên IT,59643635,49000000,Linh Trung (TP Thủ Đức),TP. Hồ Chí Minh,4,0,4,2,False,20/05/2024,0,09/05/2021,False,Affluent,20,Bronze,offline,0.231,Low,2
70966,Phạm Ngọc Mai,669,female,51,Nội trợ/Sinh viên,5181987,9000000,Thị trấn Tân Túc (BC),Tỉnh khác,4,1,2,1,False,17/05/2024,0,18/04/2021,False,Mass,10,Bronze,offline,0.384,Low,2
70967,Đặng Minh Chi,666,female,37,Nhân viên văn phòng/Công chức,23218686,23000000,Thị trấn Tân Túc (BC),TP. Hồ Chí Minh,3,2,3,4,False,29/06/2023,0,13/05/2022,False,Emerging,24,Bronze,offline,0.3034,Low,2
70968,Vũ Hoàng Vi,715,female,42,Nội trợ/Sinh viên,10075610,11000000,Linh Trung (TP Thủ Đức),Tỉnh khác,0,1,2,5,True,25/06/2025,7636064,22/05/2025,False,Mass,72,Bronze,mobile,0.186,Low,1
70969,Bùi Thị Trọng,721,male,37,Chủ Doanh nghiệp nhỏ,260145432,81000000,Phường Bến Thành (Q1),TP. Hồ Chí Minh,3,1,5,7,False,07/08/2023,0,28/05/2022,False,Priority,41,Silver,offline,0.1487,Low,4
70970,Hoàng Thị Hương,624,female,53,Lao động phổ thông,3418140,12000000,Phường Tân Định (Q1),Bình Dương,0,1,4,4,True,16/06/2025,4464889,07/05/2025,False,Mass,71,Bronze,mobile,0.2855,Low,1
70971,Mai Hoàng Khoa,697,male,45,Kinh doanh/Bán hàng,19686173,30000000,Phường 14 (Q12),Tỉnh khác,0,1,5,6,True,23/06/2025,29220399,19/06/2025,False,Emerging,87,Bronze,mobile,0.1304,Low,1
70972,Phạm Hoàng Phúc,591,male,46,Lao động phổ thông,6810656,10000000,Phường Chợ Quán (Q5),TP. Hồ Chí Minh,4,1,2,4,False,28/12/2023,0,28/05/2021,False,Mass,21,Bronze,offline,0.4192,Medium,2
70973,Lê Minh Ngọc,681,female,40,Kinh doanh/Bán hàng,10512483,19000000,Phường 7 (Q7),TP. Hồ Chí Minh,2,1,2,6,False,11/05/2024,0,14/10/2022,False,Emerging,28,Bronze,offline,0.281,Low,1
70974,Phạm Thanh Ánh,659,female,37,Nhân viên văn phòng/Công chức,73858906,12000000,Phường Hòa Bình (Q11),Tiền Giang,1,1,2,3,False,20/10/2023,0,09/10/2023,False,Emerging,17,Bronze,offline,0.3309,Low,1
70975,Bùi Đức Dũng,707,male,52,Nội trợ/Sinh viên,5883743,12000000,Phường 14 (Q12),TP. Hồ Chí Minh,1,3,4,3,False,14/01/2025,0,16/07/2023,False,Mass,23,Bronze,offline,0.3205,Low,1
70976,Lê Quang Thảo,702,female,33,Kỹ sư/Chuyên viên IT,77500699,66000000,Phường Tân Định (Q1),TP. Hồ Chí Minh,3,0,5,2,False,29/03/2024,0,24/01/2022,False,Priority,22,Bronze,offline,0.2259,Low,2
70977,Nguyễn Trần Vũ,776,male,42,Kinh doanh/Bán hàng,68874282,37000000,Phường 14 (Q12),TP. Hồ Chí Minh,0,0,4,8,True,09/06/2025,151683257,13/02/2025,False,Affluent,97,Bronze,mobile,0.0733,Low,3
70978,Mai Quang Yến,643,female,27,Nhân viên văn phòng/Công chức,21851964,22000000,Phường Vĩnh Hội (Q4),TP. Hồ Chí Minh,3,0,3,1,False,03/12/2023,0,29/06/2022,True,Emerging,13,Bronze,offline,0.3666,Low,2
70979,Mai Anh Hương,765,female,40,Quản lý/Lãnh đạo,301527071,90000000,Phường An Hội (BT),Đồng Nai,3,1,2,6,False,27/08/2023,0,09/08/2021,False,Priority,28,Bronze,offline,0.1595,Low,4
70980,Nguyễn Hoàng Duyên,790,female,66,Hưu trí,40440349,21000000,Phường 14 (Q12),TP. Hồ Chí Minh,2,1,3,5,True,16/04/2025,14941248,21/09/2022,False,Emerging,75,Silver,mobile,0.1492,Low,1
70981,Hoàng Thanh Hương,654,female,74,Giáo viên/Giảng viên,59854028,15000000,Phường Tân Sơn Nhì (Tân Phú),TP. Hồ Chí Minh,3,1,5,1,False,19/06/2023,0,07/04/2022,False,Emerging,19,Bronze,offline,0.3575,Low,2
70982,Lê Quang Duyên,669,female,27,Lao động phổ thông,16131381,11000000,Phường Tân Sơn Nhì (Tân Phú),TP. Hồ Chí Minh,1,1,3,4,False,12/03/2024,0,22/11/2023,False,Mass,24,Bronze,offline,0.3288,Low,1
70983,Mai Thị Ánh,695,female,48,Lao động phổ thông,21802278,15000000,Phường 2 (Tân Bình),TP. Hồ Chí Minh,1,0,2,2,False,04/03/2025,0,29/05/2024,False,Emerging,14,Bronze,offline,0.3162,Low,1
70984,Dương Văn Trọng,651,male,54,Hưu trí,7687790,11000000,Phường Vĩnh Hội (Q4),Bà Rịa - Vũng Tàu,1,0,2,4,False,30/09/2023,0,21/08/2023,False,Mass,21,Bronze,offline,0.3557,Low,1
70985,Đặng Xuân Bảo,666,male,79,Nội trợ/Sinh viên,7513830,4000000,Phường Bến Thành (Q1),Đồng Nai,1,1,2,3,False,09/10/2024,0,08/08/2023,False,Mass,17,Bronze,offline,0.3675,Low,1
70986,Lê Hữu Yến,667,female,37,Lao động phổ thông,3205864,13000000,Phường Chợ Quán (Q5),Long An,2,1,2,1,False,17/07/2023,0,24/04/2023,True,Mass,10,Bronze,offline,0.3838,Low,2
70987,Nguyễn Quang Dương,617,female,54,Giáo viên/Giảng viên,27539110,14000000,Phường An Hội (BT),Hà Nội,2,1,3,2,False,12/03/2024,0,15/06/2023,False,Mass,16,Bronze,offline,0.3933,Low,2
70988,Lê Văn Minh,615,male,40,Kỹ sư/Chuyên viên IT,71537093,36000000,Phường Quang Trung (GV),Đồng Nai,3,0,2,6,False,27/08/2023,0,18/04/2022,False,Affluent,28,Bronze,offline,0.2898,Low,2
70989,Vũ Trần Hoàng,623,male,51,Nhân viên văn phòng/Công chức,16232752,11000000,Phường Chợ Quán (Q5),TP. Hồ Chí Minh,1,1,3,1,False,31/03/2024,0,25/02/2024,True,Mass,13,Bronze,offline,0.4122,Medium,1
70990,Nguyễn Thị Chi,680,female,70,Hưu trí,18168251,18000000,Xã Vĩnh Lộc A (BC),TP. Hồ Chí Minh,0,1,1,1,False,09/02/2025,0,16/01/2025,False,Emerging,7,Bronze,offline,0.3399,Low,1
70991,Hoàng Gia Xuân,642,female,32,Giáo viên/Giảng viên,62886101,19000000,Phường Chợ Quán (Q5),TP. Hồ Chí Minh,2,2,3,2,False,15/12/2022,0,08/09/2022,False,Emerging,16,Bronze,offline,0.3484,Low,2
70992,Lê Kim Trọng,656,male,32,Lao động phổ thông,14674062,12000000,Xã Xuân Thới Đông (HM),TP. Hồ Chí Minh,3,1,2,3,True,13/04/2025,53090715,01/02/2022,False,Mass,72,Gold,mobile,0.2484,Low,2
70993,Mai Đức Huy,577,male,38,Hưu trí,3946092,5000000,Phường Hòa Bình (Q11),Tiền Giang,2,1,1,1,False,31/07/2023,0,13/10/2022,True,Mass,7,Bronze,offline,0.4873,Medium,2
70994,Dương Kim Anh,666,male,35,Chủ Doanh nghiệp nhỏ,142034640,107000000,Phường An Hội (BT),Bình Dương,4,1,3,7,False,12/08/2021,0,15/01/2021,False,Priority,35,Silver,offline,0.19,Low,4
70995,Hoàng Xuân Quang,778,male,57,Quản lý/Lãnh đạo,371140021,131000000,Phường Vĩnh Hội (Q4),TP. Hồ Chí Minh,2,1,5,7,False,14/05/2023,0,21/07/2022,False,Priority,41,Silver,offline,0.1445,Low,4
70996,Bùi Anh Quang,653,male,82,Kinh doanh/Bán hàng,49741294,22000000,Xã Xuân Thới Đông (HM),Bình Dương,2,0,3,5,False,22/03/2023,0,04/03/2023,False,Emerging,28,Bronze,offline,0.2967,Low,2
70997,Dương Đức Vi,715,female,33,Nội trợ/Sinh viên,6974204,7000000,Phường 14 (Q12),Cần Thơ,2,0,2,1,False,04/07/2024,0,23/06/2023,True,Mass,10,Bronze,offline,0.3534,Low,2
70998,Lê Anh Minh,680,male,60,Kỹ sư/Chuyên viên IT,54394245,38000000,Phường Vĩnh Hội (Q4),Đồng Nai,2,1,4,7,False,16/08/2024,0,08/10/2022,False,Affluent,38,Silver,offline,0.2116,Low,1
70999,Mai Hoàng Huy,753,male,61,Kinh doanh/Bán hàng,13286359,38000000,Phường 2 (Tân Bình),TP. Hồ Chí Minh,1,1,1,7,False,16/09/2024,0,29/02/2024,False,Affluent,29,Bronze,offline,0.2086,Low,1
71000,Mai Hữu Vi,692,female,51,Kế toán/Tài chính,41848585,36000000,Phường Thắng Lợi (Q10),TP. Hồ Chí Minh,2,1,2,1,False,01/03/2025,0,26/03/2023,False,Affluent,10,Bronze,offline,0.2818,Low,2
71001,Bùi Thanh Lan,611,female,32,Nội trợ/Sinh viên,9617687,10000000,Phường 14 (Q12),Bình Dương,1,2,2,4,False,29/03/2025,0,06/04/2024,True,Mass,21,Bronze,offline,0.395,Low,1
71002,Nguyễn Thị Tùng,684,male,54,Nhân viên văn phòng/Công chức,6269346,15000000,Phường Thắng Lợi (Q10),Hà Nội,1,2,2,1,False,10/08/2024,0,22/10/2023,False,Emerging,10,Bronze,offline,0.3547,Low,1
71003,Bùi Trần Linh,593,female,45,Nội trợ/Sinh viên,8050280,12000000,Phường Bến Thành (Q1),TP. Hồ Chí Minh,1,0,2,4,False,19/01/2025,0,28/03/2024,True,Mass,21,Bronze,offline,0.4112,Medium,1
71004,Dương Văn Huy,698,male,52,Quản lý/Lãnh đạo,151521976,67000000,Phường Vĩnh Hội (Q4),Bà Rịa - Vũng Tàu,3,1,1,7,False,16/09/2024,0,15/06/2022,False,Priority,29,Bronze,offline,0.1573,Low,4
71005,Hoàng Thu Phúc,703,male,73,Kế toán/Tài chính,42441140,34000000,Phường Vĩnh Hội (Q4),Đồng Nai,1,0,1,5,False,22/02/2025,0,14/06/2024,False,Emerging,22,Bronze,offline,0.2276,Low,1
71006,Bùi Trần Tùng,681,male,33,Kinh doanh/Bán hàng,14170523,25000000,Phường Tân Định (Q1),TP. Hồ Chí Minh,2,1,3,3,False,29/11/2023,0,20/05/2023,False,Emerging,20,Bronze,offline,0.3029,Low,2
71007,Đặng Thu Lan,612,female,35,Nội trợ/Sinh viên,8623784,5000000,Xã Xuân Thới Đông (HM),Cần Thơ,3,0,1,3,False,16/12/2023,0,27/02/2022,True,Mass,14,Bronze,offline,0.4178,Medium,2
71008,Dương Thanh Khoa,705,male,50,Nhân viên văn phòng/Công chức,49860633,18000000,Phường 14 (Q12),Tỉnh khác,0,1,2,8,True,30/05/2025,11337240,13/09/2024,False,Emerging,82,Bronze,mobile,0.1152,Low,1
71009,Phạm Văn Chi,627,female,75,Nhân viên văn phòng/Công chức,29077453,12000000,Phường Tân Sơn Nhì (Tân Phú),TP. Hồ Chí Minh,2,3,1,2,False,24/11/2024,0,11/11/2022,True,Mass,10,Bronze,offline,0.3867,Low,2
71010,Đặng Xuân Xuân,691,female,32,Chủ Doanh nghiệp nhỏ,124057076,50000000,Phường Tân Định (Q1),Bà Rịa - Vũng Tàu,4,0,3,6,False,29/01/2022,0,28/01/2021,False,Affluent,31,Bronze,offline,0.1792,Low,2
71011,Hoàng Minh Duyên,634,female,29,Kỹ sư/Chuyên viên IT,55401890,41000000,Phường 2 (Tân Bình),TP. Hồ Chí Minh,2,1,2,1,False,06/12/2024,0,20/05/2023,False,Affluent,10,Bronze,offline,0.3264,Low,2
71012,Bùi Hoàng Mai,649,female,54,Kinh doanh/Bán hàng,13250513,40000000,Phường Thắng Lợi (Q10),TP. Hồ Chí Minh,0,1,4,5,False,12/02/2025,0,31/08/2024,False,Affluent,31,Bronze,offline,0.2807,Low,1
71013,Hoàng Xuân Ánh,550,female,49,Lao động phổ thông,11680067,12000000,Thị trấn Tân Túc (BC),TP. Hồ Chí Minh,0,1,3,1,False,21/12/2024,0,03/08/2024,False,Mass,13,Bronze,offline,0.4872,Medium,1
71014,Dương Thị Phúc,735,male,32,Chủ Doanh nghiệp nhỏ,30235454,87000000,Phường Tân Sơn Nhì (Tân Phú),Long An,4,1,2,6,False,23/09/2022,0,05/02/2021,False,Priority,28,Bronze,offline,0.1872,Low,4
71015,Nguyễn Ngọc Nhiên,717,male,41,Nội trợ/Sinh viên,6279456,8000000,Phường Quang Trung (GV),Cần Thơ,0,1,2,4,True,21/04/2025,11332553,09/12/2024,False,Mass,75,Bronze,mobile,0.2102,Low,1
71016,Lê Quang Lan,619,female,52,Hưu trí,25402045,21000000,Phường 7 (Q7),Bình Dương,0,1,3,2,True,28/05/2025,26469157,19/09/2024,False,Emerging,69,Bronze,mobile,0.2733,Low,1
71017,Dương Quang Hoàng,628,male,40,Giáo viên/Giảng viên,51382489,34000000,Xã Xuân Thới Đông (HM),TP. Hồ Chí Minh,0,1,1,2,False,31/01/2025,0,08/10/2024,False,Emerging,10,Bronze,offline,0.3348,Low,1
71018,Dương Hữu Huy,660,male,53,Kinh doanh/Bán hàng,44598068,25000000,Phường Vĩnh Hội (Q4),TP. Hồ Chí Minh,1,2,3,2,False,17/03/2025,0,15/09/2023,True,Emerging,16,Bronze,offline,0.3225,Low,1
71019,Trần Hoàng Lan,666,female,52,Giáo viên/Giảng viên,47819768,28000000,Xã Xuân Thới Đông (HM),TP. Hồ Chí Minh,2,1,3,3,False,12/01/2025,0,02/05/2023,False,Emerging,20,Bronze,offline,0.2972,Low,2
71020,Bùi Đức Dũng,690,male,40,Nhân viên văn phòng/Công chức,19353838,24000000,Phường 2 (Tân Bình),Bình Dương,0,2,2,4,True,01/06/2025,47423552,14/05/2025,False,Emerging,76,Bronze,mobile,0.1746,Low,1
71021,Dương Thị Anh,600,male,90,Kế toán/Tài chính,39352279,19000000,Phường Quang Trung (GV),Tỉnh khác,3,1,4,5,False,08/09/2022,0,31/05/2022,False,Emerging,31,Bronze,offline,0.3585,Low,2
71022,Lê Ngọc Hồng,649,female,29,Giáo viên/Giảng viên,13424169,22000000,Xã Vĩnh Lộc A (BC),TP. Hồ Chí Minh,0,1,4,2,True,10/05/2025,29080021,11/04/2025,False,Emerging,73,Bronze,mobile,0.249,Low,1
71023,Phạm Anh Xuân,710,female,46,Kỹ sư/Chuyên viên IT,76771044,69000000,Phường Hòa Bình (Q11),TP. Hồ Chí Minh,1,1,1,4,False,22/08/2024,0,25/04/2024,False,Priority,18,Bronze,offline,0.201,Low,1
71024,Hoàng Anh Trọng,664,male,51,Kinh doanh/Bán hàng,14114957,17000000,Xã Vĩnh Lộc A (BC),TP. Hồ Chí Minh,0,0,2,3,False,17/02/2025,0,01/01/2025,False,Emerging,17,Bronze,offline,0.3359,Low,1
71025,Trần Thanh Ánh,797,female,44,Kỹ sư/Chuyên viên IT,114173684,47000000,Phường Tân Sơn Nhì (Tân Phú),Bình Dương,3,1,4,4,False,07/12/2024,0,24/12/2021,False,Affluent,27,Bronze,offline,0.2022,Low,4
71026,Hoàng Kim Hương,645,female,37,Hưu trí,28286125,17000000,Phường 14 (Q12),TP. Hồ Chí Minh,3,1,2,3,False,17/08/2023,0,07/03/2022,False,Emerging,17,Bronze,offline,0.3465,Low,2
71027,Bùi Thu Thảo,660,female,47,Nội trợ/Sinh viên,4133258,4000000,Phường An Hội (BT),TP. Hồ Chí Minh,1,1,3,5,True,21/04/2025,7716251,16/06/2024,False,Mass,83,Silver,mobile,0.2507,Low,1
71028,Nguyễn Minh Anh,727,male,44,Kế toán/Tài chính,89118448,38000000,Xã Xuân Thới Đông (HM),Đồng Nai,1,1,2,7,False,31/12/2023,0,31/12/2023,False,Affluent,32,Bronze,offline,0.1857,Low,1
71029,Mai Thu Xuân,632,female,69,Nội trợ/Sinh viên,29329508,11000000,Phường Thắng Lợi (Q10),TP. Hồ Chí Minh,2,1,4,1,False,05/03/2024,0,03/12/2022,False,Mass,16,Bronze,offline,0.3961,Low,2
71030,Vũ Kim Linh,684,female,32,Lao động phổ thông,29214993,14000000,Phường 2 (Tân Bình),TP. Hồ Chí Minh,3,1,1,1,False,16/07/2023,0,05/09/2021,False,Mass,7,Bronze,offline,0.3381,Low,2
71031,Nguyễn Kim Hương,630,female,44,Kỹ sư/Chuyên viên IT,23049741,33000000,Phường Tân Sơn Nhì (Tân Phú),Tiền Giang,1,1,1,2,False,23/11/2024,0,28/06/2024,False,Emerging,10,Bronze,offline,0.3445,Low,1
71032,Bùi Hữu Hồng,711,female,46,Nhân viên văn phòng/Công chức,18526713,20000000,Phường Hòa Bình (Q11),Hà Nội,1,1,4,6,True,30/05/2025,4355563,19/01/2024,False,Emerging,77,Silver,mobile,0.1481,Low,1
71033,Đặng Thanh Xuân,643,female,28,Chủ Doanh nghiệp nhỏ,61919671,60000000,Xã Xuân Thới Đông (HM),TP. Hồ Chí Minh,0,1,3,4,True,04/04/2025,86390587,07/12/2024,False,Priority,78,Bronze,mobile,0.1556,Low,1
71034,Bùi Xuân Tùng,659,male,54,Lao động phổ thông,14068415,14000000,Phường Bến Thành (Q1),TP. Hồ Chí Minh,3,1,4,2,False,04/02/2023,0,20/05/2022,False,Mass,20,Bronze,offline,0.3594,Low,2
71035,Nguyễn Xuân Huy,800,male,53,Quản lý/Lãnh đạo,79927817,114000000,Phường Tân Sơn Nhì (Tân Phú),TP. Hồ Chí Minh,2,1,5,4,True,04/06/2025,600000000,20/07/2022,False,Priority,85,Silver,mobile,0.0955,Low,3
71036,Vũ Trần Ánh,609,female,50,Kinh doanh/Bán hàng,13895685,23000000,Phường Tân Sơn Nhì (Tân Phú),TP. Hồ Chí Minh,2,1,3,1,False,20/04/2024,0,02/09/2022,True,Emerging,13,Bronze,offline,0.4041,Medium,2
71037,Đặng Văn Tùng,750,male,33,Kế toán/Tài chính,7559943,19000000,Phường Tân Sơn Nhì (Tân Phú),Tỉnh khác,0,0,2,3,True,01/07/2025,21627482,24/06/2025,False,Emerging,69,Bronze,mobile,0.1984,Low,1
71038,Đặng Đức Tú,707,male,42,Kế toán/Tài chính,48020969,27000000,Phường Bến Thành (Q1),Đồng Nai,4,1,2,3,False,07/11/2021,0,02/06/2021,False,Emerging,17,Bronze,offline,0.2651,Low,2
71039,Lê Gia Vũ,671,male,40,Kỹ sư/Chuyên viên IT,19784817,35000000,Phường Thắng Lợi (Q10),TP. Hồ Chí Minh,2,1,2,2,False,07/12/2023,0,12/11/2022,True,Affluent,14,Bronze,offline,0.3013,Low,2
71040,Nguyễn Gia Yến,596,female,45,Nội trợ/Sinh viên,17152312,8000000,Phường 14 (Q12),TP. Hồ Chí Minh,4,2,3,1,False,25/04/2024,0,14/06/2021,False,Mass,13,Bronze,offline,0.4445,Medium,2
71041,Mai Thu Hoàng,699,male,32,Nội trợ/Sinh viên,5976359,11000000,Phường Tân Sơn Nhì (Tân Phú),Long An,0,1,1,5,False,09/02/2025,0,19/08/2024,True,Mass,22,Bronze,offline,0.2983,Low,1
71042,Mai Gia Ánh,668,female,44,Nội trợ/Sinh viên,24538089,9000000,Xã Vĩnh Lộc A (BC),Tiền Giang,2,1,2,1,False,17/02/2025,0,26/02/2023,False,Mass,10,Bronze,offline,0.3662,Low,2
71043,Bùi Gia Tú,601,male,42,Giáo viên/Giảng viên,18134750,29000000,Phường Hòa Bình (Q11),TP. Hồ Chí Minh,0,2,1,8,False,03/12/2024,0,28/11/2024,False,Emerging,33,Bronze,offline,0.3094,Low,1
71044,Hoàng Xuân Mai,676,female,44,Giáo viên/Giảng viên,28957124,21000000,Phường Quang Trung (GV),Đồng Nai,4,1,2,2,False,23/07/2023,0,13/01/2021,True,Emerging,14,Bronze,offline,0.3197,Low,2
71045,Bùi Gia Trung,660,male,43,Giáo viên/Giảng viên,28633049,17000000,Phường 2 (Tân Bình),Long An,2,2,1,2,False,31/03/2024,0,15/04/2023,False,Emerging,10,Bronze,offline,0.3439,Low,2
71046,Nguyễn Hữu Lan,691,female,37,Kế toán/Tài chính,7952291,27000000,Phường Quang Trung (GV),Đồng Nai,1,3,1,2,False,30/11/2023,0,02/08/2023,False,Emerging,10,Bronze,offline,0.3083,Low,1
71047,Nguyễn Hoàng Dũng,670,male,29,Nội trợ/Sinh viên,14953355,10000000,Xã Vĩnh Lộc A (BC),TP. Hồ Chí Minh,4,0,1,2,False,19/07/2024,0,15/01/2021,True,Mass,10,Bronze,offline,0.3557,Low,2
71048,Phạm Gia Chi,634,female,48,Giáo viên/Giảng viên,26573672,28000000,Phường Tân Sơn Nhì (Tân Phú),TP. Hồ Chí Minh,2,1,2,1,False,16/01/2024,0,28/02/2023,True,Emerging,10,Bronze,offline,0.3613,Low,2
71049,Lê Thu Vân,637,female,55,Nội trợ/Sinh viên,11265684,9000000,Xã Vĩnh Lộc A (BC),TP. Hồ Chí Minh,3,0,1,3,False,29/10/2022,0,15/08/2021,False,Mass,14,Bronze,offline,0.3816,Low,2
71050,Dương Minh Vũ,645,male,29,Kế toán/Tài chính,8011773,11000000,Phường 2 (Tân Bình),Đồng Nai,0,0,2,3,True,15/06/2025,3261733,10/06/2025,False,Mass,60,Bronze,mobile,0.2687,Low,1
71051,Dương Ngọc Tú,636,male,39,Nhân viên văn phòng/Công chức,31062970,17000000,Xã Xuân Thới Đông (HM),Long An,0,0,2,4,False,28/08/2024,0,27/08/2024,False,Emerging,21,Bronze,offline,0.3419,Low,1
71052,Đặng Thanh Trung,754,male,24,Quản lý/Lãnh đạo,28187986,77000000,Phường Bến Thành (Q1),Tiền Giang,2,0,3,5,False,23/10/2024,0,12/08/2022,False,Priority,28,Bronze,offline,0.2006,Low,4
71053,Trần Xuân Trọng,667,male,57,Giáo viên/Giảng viên,37610701,16000000,Xã Xuân Thới Đông (HM),Bình Dương,2,2,3,3,False,15/08/2024,0,02/05/2023,True,Emerging,20,Bronze,offline,0.3231,Low,2
71054,Đặng Trần Hoàng,698,male,43,Giáo viên/Giảng viên,21854940,19000000,Thị trấn Tân Túc (BC),TP. Hồ Chí Minh,0,1,4,3,False,26/12/2024,0,04/08/2024,False,Emerging,23,Bronze,offline,0.2926,Low,1
71055,Đặng Thu Anh,701,male,60,Kỹ sư/Chuyên viên IT,118294478,62000000,Phường Hòa Bình (Q11),Long An,1,1,5,3,False,12/06/2024,0,09/12/2023,False,Priority,26,Bronze,offline,0.2083,Low,4
71056,Phạm Văn Hồng,713,female,73,Hưu trí,14457835,18000000,Phường Hòa Bình (Q11),TP. Hồ Chí Minh,4,1,3,5,False,04/08/2022,0,02/06/2021,False,Emerging,28,Bronze,offline,0.2726,Low,2
71057,Phạm Minh Nhiên,683,male,44,Kinh doanh/Bán hàng,21612481,19000000,Phường Tân Định (Q1),Hà Nội,3,1,2,5,True,29/06/2025,17794245,26/04/2022,False,Emerging,74,Gold,mobile,0.1778,Low,2
71058,Nguyễn Thu Ánh,674,female,59,Kỹ sư/Chuyên viên IT,27094352,29000000,Phường 7 (Q7),Tỉnh khác,1,1,2,3,False,19/10/2024,0,23/12/2023,True,Emerging,17,Bronze,offline,0.294,Low,1
71059,Phạm Thanh Chi,659,female,40,Kế toán/Tài chính,13452727,22000000,Linh Trung (TP Thủ Đức),TP. Hồ Chí Minh,2,1,1,4,False,06/07/2023,0,19/04/2023,False,Emerging,18,Bronze,offline,0.319,Low,2
71060,Vũ Anh Linh,636,female,59,Nội trợ/Sinh viên,5017321,4000000,Linh Trung (TP Thủ Đức),Cần Thơ,1,1,3,4,True,23/04/2025,1521269,15/07/2023,False,Mass,68,Silver,mobile,0.2849,Low,1
71061,Dương Quang Hưng,673,male,76,Kỹ sư/Chuyên viên IT,467386626,49000000,Phường Tân Định (Q1),TP. Hồ Chí Minh,3,1,5,6,False,17/08/2024,0,17/04/2022,False,Priority,38,Silver,offline,0.1832,Low,4
71062,Lê Quang Vi,718,female,38,Quản lý/Lãnh đạo,146883033,72000000,Phường 14 (Q12),Đồng Nai,1,1,2,3,False,04/03/2025,0,23/09/2023,False,Priority,17,Bronze,offline,0.2056,Low,1
71063,Vũ Gia Trọng,679,male,28,Kế toán/Tài chính,33586102,14000000,Xã Xuân Thới Đông (HM),Hà Nội,4,1,1,1,False,01/05/2023,0,06/04/2021,False,Mass,7,Bronze,offline,0.3414,Low,2
71064,Lê Gia Vũ,732,male,45,Lao động phổ thông,2105353,12000000,Phường An Hội (BT),TP. Hồ Chí Minh,1,1,3,1,False,30/01/2025,0,07/05/2024,True,Mass,13,Bronze,offline,0.3579,Low,1
